"player_api_id","player_name","overall_rating","gk_attributes_sum","match_count","league_count"
"309",17703,"Jeremy Perbet",73,143,84,2
"310",17711,"Gareth Wardlaw",62,56,16,1
"311",17749,"Iain Vigurs",68,58,116,1
"312",17761,"Jacob Mulenga",72,104,79,1
"313",17762,"Ghislain Gimbert",69,120,5,1
"314",17806,"Nassim Akrour",70,136,50,1
"315",17836,"Angelo",72,90,50,1
"316",17848,"Robert Braber",67,54,97,1
"317",17855,"Edouard Duplan",72,137,157,1
"318",17866,"Andrew Reid",78,153,40,1
"319",17869,"Dusan Kuciak",72,358,117,1
"320",17875,"Jordan Loties",74,135,117,2
"321",17883,"Emanuel Obiora Odita,19",65,120,19,1
"322",17887,"Matt Done",64,135,6,1
"323",18164,"Mariano Pavone",77,126,8,1
"324",18376,"Matias Fritzler",68,51,22,1
"325",18384,"Diego Valeri",78,148,4,2
"326",18388,"Leandro Gioda,28",73,111,28,1
"327",18395,"Marcos Aguirre",73,107,5,1
"328",18483,"Pablo Javier Perez",78,62,6,1
"329",18500,"Maximiliano Pellegrino",77,127,35,1
"330",18501,"Hernan Pellerano",74,136,67,1
"331",18506,"Mauro Zarate",84,143,119,2
"332",18518,"Jose Sosa",82,142,22,3
"333",18520,"Marcos Angeleri",76,48,59,1
"334",18521,"Jose Maria Basanta",78,143,23,1
"335",18533,"Loic Loval-Landre",67,149,13,1
"336",18548,"Jose Ze Pedro",74,149,57,1
"337",18549,"Tiago Targino",73,142,55,1
"338",18552,"Ferreira de Matos Alonso",71,137,55,1
"339",18558,"Nicolas Navarro",75,375,18,1
"340",18576,"Lucas Barrios",83,123,92,2
"341",18590,"Cristian Llama",75,149,32,1
"342",18592,"Roman Martinez",70,104,37,1
"343",18628,"Marco Ruben",76,135,73,2
"344",18636,"Pablo Barzola",66,134,44,1
"345",18644,"Federico Almerares",66,140,25,1
"346",18653,"Jose Gustavo Sand",72,65,2,1
"347",18664,"Christian Fernandez",72,142,67,1
"348",18673,"Gustavo Cabral",77,120,130,1
"349",18705,"Jesus Datolo",77,156,14,2
"350",18733,"Pablo Barrientos",79,151,73,1
"351",18734,"Dario Cvitanich",77,150,74,2
"352",18784,"Emiliano Daniel Armenteros",75,146,89,1
"353",18814,"Fernando Gago",80,157,74,2
"354",18816,"Pablo Martin Ledesma",78,205,54,1
"355",18820,"Ezequiel Scarione",76,58,78,1
"356",18823,"Matias Silvestre",80,144,194,1
"357",18848,"Jonathan Bottinelli",73,44,5,1
"358",18853,"Claudio Morel",73,181,14,1
"359",18859,"Mauro Boselli",74,48,12,2
"360",18880,"Nicolas Federico Spolli",80,138,133,1
"361",18904,"David Abraham",77,124,164,3
"362",18913,"Juan Eduardo Eluchans",70,122,16,1
"363",18923,"Carlos Matheu",71,46,14,1
"364",18925,"Ezequiel Lavezzi",86,130,179,2
"365",18945,"Santiago Gentiletti",77,55,38,2
"366",19000,"Dante Adrian Senger",61,52,35,1
"367",19014,"Guillaume Ducatel",60,126,19,1
"368",19020,"Christopher Samba",79,132,124,1
"369",19232,"Rafael Miranda",74,126,91,1
"370",19243,"Diego Costa",86,118,169,2
"371",19249,"Danilo",81,126,174,1
"372",19264,"Evandro Goebel",76,141,59,1
"373",19277,"Dinei",72,92,1,1
"374",19281,"Edivaldo Rojas",65,119,65,1
"375",19285,"Rafael Marques",73,126,27,1
"376",19297,"Thiago Xavier",66,134,28,1
"377",19309,"Edson Sitta",69,49,16,1
"378",19310,"Dyego Rocha Coelho",72,106,3,1
"379",19327,"Miranda",85,139,146,2
"380",19344,"Artur",82,408,112,2
"381",19352,"Jonathan",78,151,51,1
"382",19353,"Fabionn Lopes Patrick",64,134,33,1
"383",19370,"Rodrigo Arroz",67,56,13,1
"384",19372,"Bruno China",71,137,100,2
"385",19380,"Vinicius Pacheco",71,118,5,1
"386",19393,"Diego",73,379,81,1
"387",19403,"Galatto",75,383,5,2
"388",19427,"Claudio Pitbull",73,136,41,1
"389",19434,"Marcelo Boeck",74,368,36,1
"390",19435,"Renan",78,389,54,1
"391",19436,"Edinho",74,158,13,1
"392",19439,"Joao Guilherme",71,135,80,1
"393",19446,"Pedro Silva",72,143,33,1
"394",19488,"Rivaldo",70,54,6,1
"395",19489,"Halisson",70,57,67,1
"396",19511,"Josue",82,151,128,1
"397",19512,"Renan Silva",69,148,13,1
"398",19515,"Cassio",74,365,193,1
"399",19524,"Claudemir",70,53,93,1
"400",19531,"Silva",70,45,23,1
"401",19533,"Neymar",90,141,82,1
"402",19674,"Branko Jelic",62,110,8,1
"403",19696,"Zhi Zheng",73,154,9,1
"404",19908,"Junmin Hao",68,141,7,1
"405",20118,"Takafumi Akahoshi",69,50,78,1
"406",20125,"Hajime Hosogai",76,68,89,1
"407",20174,"Koki Mizuno",78,133,2,1
"408",20196,"Kisho Yano",68,64,2,1
"409",20241,"Takahito Soma",66,145,13,1
"410",20276,"Hulk",85,143,82,1
"411",20323,"Carciano",67,134,4,1
"412",20325,"Marcelo Silva",71,45,22,1
"413",20329,"Rafael Dias",65,62,11,1
"414",20342,"Rafael Santos",70,47,2,1
"415",20396,"Felipe Santana",77,126,80,1
"416",20399,"Dudu",61,125,3,1
"417",20401,"Michel Bastos",84,155,126,3
"418",20445,"Ederson Tormena",66,135,54,1
"419",20446,"Fagner",74,42,24,1
"420",20482,"Marcos Ceara",74,139,94,1
"421",20645,"Mike Havenaar",72,47,85,2
"422",20694,"Shinji Okazaki",78,42,131,2
"423",20720,"Robert Cullen",67,48,41,1
"424",20747,"Eiji Kawashima",74,367,110,2
"425",20771,"Akihiro Ienaga",74,57,4,1
"426",20790,"Michihirio Yasuda",70,45,38,1
"427",21123,"Erik Friberg",66,135,5,1
"428",21161,"Amoreirinha",69,138,32,1
"429",21164,"Thiago Neves",80,104,2,1
"430",21213,"Daniel Dunst",55,51,9,1
"431",21410,"Sebastian Leto",78,152,13,1
"432",21414,"Oscar Trejo",77,153,99,2
"433",21445,"Juca",74,165,15,1
"434",21446,"Hernanes",85,148,144,1
"435",21450,"Marc Bertran",74,145,96,1
"436",21458,"Andre Leone",73,113,22,1
"437",21528,"Mark Burchill",60,111,9,1
"438",21613,"Nikola Kalinic",78,118,54,2
"439",21645,"David Meul",62,321,34,1
"440",21657,"Alexandre Di Gregorio",59,116,8,1
"441",21726,"Ibrahima Conte",73,54,49,1
"442",21744,"Bart Goossens",57,132,1,1
"443",21751,"Mohammed Rabiu",71,130,36,1
"444",21753,"Tim Matthijs",68,60,76,1
"445",21765,"Jop van der Linden",72,53,76,1
"446",21776,"Gregory Lorenzi",66,135,43,2
"447",21785,"Esteban Solari",71,132,2,1
"448",21812,"Michael Klukowski",69,142,30,1
"449",21834,"Rachid Farssi",66,136,93,1
"450",21849,"Chris McCann",73,150,7,1
"451",21853,"Dudley Campbell",76,134,32,1
"452",21864,"Stephen Quinn",71,143,21,1
"453",21894,"Junio Cesar Arcanjo Juninho",68,58,2,1
"454",21914,"Chris Robertson",63,105,21,1
"455",21982,"Raffaele Schiavi",69,141,10,1
"456",22045,"Lee Tomlin",70,57,3,1
"457",22096,"Giuseppe Aquaro",65,80,38,1
"458",22103,"Luigi Beghetto",64,159,4,1
"459",22125,"Paulo Lopes",74,367,34,1
"460",22126,"Hugo Carreira",69,125,2,1
"461",22128,"Tony",68,46,57,1
"462",22130,"Hugo Valdir",61,122,1,1
"463",22131,"Hugo Morais",72,137,75,1
"464",22134,"Rui Borges",65,139,2,1
"465",22136,"Tiago Rosa",57,51,2,1
"466",22139,"Anselmo",69,134,17,1
"467",22234,"Jose Mari",79,126,3,1
"468",22283,"Fabrizio Cacciatore",72,143,73,1
"469",22305,"Simone Farelli",59,297,1,1
"470",22313,"Elkin Soto",76,144,125,1
"471",22337,"Leandro Castan",82,143,72,1
"472",22343,"Benjamin Fischer",46,111,4,1
"473",22355,"Lorenzo Del Prete",70,149,4,1
"474",22382,"Drissa Diarra",64,139,56,1
"475",22386,"Stefano Ferrario",66,130,29,1
"476",22418,"Peterson Pecanha",74,365,56,1
"477",22421,"Tiago Valente",70,49,80,2
"478",22427,"Ricardo Pedrinha,27",70,143,27,1
"479",22428,"Cristiano",74,142,45,1
"480",22434,"Ronny Carlos da Silva",68,44,14,1
"481",22444,"Garry Wood",55,100,11,1
"482",22514,"Rodrigues Saulo",68,127,27,1
"483",22519,"Carlitos",66,135,69,1
"484",22535,"Elson",73,144,17,1
"485",22543,"Radamel Falcao",90,144,147,4
"486",22544,"Wason Renteria",76,70,21,1
"487",22545,"Marcinho",75,113,25,1
"488",22700,"Lorenzo Bucchi",58,288,12,1
"489",22706,"Kostadin Hazurov",65,38,28,1
"490",22707,"Stanislav Manolev",73,146,79,2
"491",22714,"Ivan Ivanov",72,104,11,1
"492",22732,"Janicio Martins",69,134,13,1
"493",22764,"Martin Skrtel",82,132,220,1
"494",22785,"Stilianos Malezas",75,138,21,1
"495",22822,"Aleksander Seliga",67,338,32,1
"496",22824,"Dusan Svento",75,136,14,1
"497",22831,"Marcel Gecov",65,121,21,2
"498",22832,"Lukas Jarolim",71,152,15,1
"499",22834,"Marek Suchy",78,133,79,1
"500",22894,"Dean Hammond",69,128,9,1
"501",22924,"Neil Alexander",73,370,52,1
"502",22928,"Glenn Loovens",73,128,78,2
"503",22929,"Joe Ledley",76,138,151,2
"504",22952,"Isaac Osbourne",66,127,67,1
"505",22959,"Luke Varney",73,125,24,1
"506",22962,"Ben Williams",66,323,74,1
"507",22964,"Billy Jones",72,139,99,1
"508",22969,"Michael Higdon",71,126,175,2
"509",22978,"Ross Turnbull",74,376,28,1
"510",22982,"Philip Chidi Onyemah",64,123,22,1
"511",22984,"Ivan Cordoba",83,128,57,1
"512",22988,"Mark Hudson",72,117,2,1
"513",22991,"Ben Watson",73,144,85,1
"514",22994,"Tom Soares",68,151,14,2
"515",22998,"Julian Speroni",77,379,75,1
"516",23007,"Andrew Davies",69,120,31,1
"517",23016,"Chris Turner",60,133,3,1
"518",23019,"Giles Barnes",74,140,1,1
"519",23021,"Boaz Myhill",77,384,116,1
"520",23022,"Andrew Dawson",72,129,60,1
"521",23023,"Ian Ashbee",73,132,31,1
"522",23025,"Nick Barmby",67,134,19,1
"523",23027,"Matt Duke",64,323,21,1
"524",23030,"Damien Delaney",75,139,97,1
"525",23034,"Craig Fagan",72,151,35,1
"526",23036,"Ryan France",60,112,1,1
"527",23051,"Jimmy Juan",61,134,11,1
"528",23054,"Owen Garvan",68,149,1,1
"529",23065,"Stephen Crainey",73,127,31,1
"530",23069,"Frazer Richardson",69,139,2,1
"531",23070,"Shaun Derry",70,137,38,1
"532",23072,"Richard Cresswell",70,125,12,1
"533",23073,"Matthew Kilgallon",74,142,21,1
"534",23074,"Robbie Blake",76,146,20,1
"535",23075,"Franco Sosa",72,143,40,1
"536",23080,"Rab Douglas",62,310,30,1
"537",23081,"Alan Maybury",66,143,76,1
"538",23083,"Stephen Hughes",68,146,62,1
"539",23091,"Richard Stearman",74,120,67,1
"540",23093,"Tommy Wright",61,117,4,1
"541",23099,"Kevin Foley",70,144,64,1
"542",23104,"Rowan Vine",70,51,32,1
"543",23114,"Dean Brill",66,328,61,1
"544",23115,"Leon Barnett",71,118,29,1
"545",23117,"John Sutton",71,118,180,1
"546",23127,"Jody Morris",67,133,84,1
"547",23133,"Adam Drury",72,125,12,1
"548",23134,"Jason Shackell",75,131,38,1
"549",23139,"Dean Ashton",82,111,4,1
"550",23141,"Paul Gallacher",68,336,116,1
"551",23144,"Jurgen Colin",66,117,24,2
"552",23147,"Joe Lewis",68,337,1,1
"553",23148,"Marc Janko",76,105,60,3
"554",23151,"Frazer Wright",68,128,184,1
"555",23163,"Akos Buzsaky",72,144,10,1
"556",23170,"Matt Derbyshire",77,118,9,1
"557",23182,"Omar Daley",65,137,13,1
"558",23185,"Graham Alexander",72,144,33,1
"559",23186,"Callum Davidson",71,121,46,1
"560",23187,"Youl Mawene",63,57,19,1
"561",23190,"David Nugent",78,127,49,1
"562",23193,"Matthew Hill",64,98,2,1
"563",23225,"Stephen Hunt",77,137,57,1
"564",23249,"Lee Bullen,29",66,126,29,1
"565",23253,"Glenn Whelan",76,145,209,1
"566",23254,"Burton O'Brien",66,146,53,1
"567",23257,"Chris Brunt",75,148,188,1
"568",23264,"Gabriel Agbonlahor",83,129,215,1
"569",23265,"Patrick Kenny,30",80,389,33,1
"570",23268,"Phil Jagielka",82,269,224,1
"571",23271,"Danny Webber",81,116,4,1
"572",23275,"Michael Tonge",74,145,1,1
"573",23282,"Nicky Shorey",77,152,94,1
"574",23283,"Steve Sidwell",78,152,111,1
"575",23284,"Ibrahima Sonko",75,129,16,1
